Pool Price

""

Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
"01/11/2018 22","36.46","27.42","11104.0"
"01/11/2018 23","38.82","27.44","10776.0"
"01/11/2018 24","36.44","27.47","10521.0"
"01/12/2018 01","36.43","27.49","10302.0"
"01/12/2018 02","36.42","27.52","10085.0"
"01/12/2018 03","35.72","27.54","9954.0"
"01/12/2018 04","34.54","27.56","9911.0"
"01/12/2018 05","35.71","27.58","9979.0"
"01/12/2018 06","36.27","27.61","10233.0"
"01/12/2018 07","42.89","27.64","10716.0"
"01/12/2018 08","148.95","27.82","11190.0"
"01/12/2018 09","929.83","29.08","11264.0"
"01/12/2018 10","895.27","30.30","11179.0"
"01/12/2018 11","800.46","31.38","11129.0"
"01/12/2018 12","136.23","31.54","11118.0"
"01/12/2018 13","120.35","31.68","11100.0"
"01/12/2018 14","507.65","32.36","10971.0"
"01/12/2018 15","93.69","32.46","10994.0"
"01/12/2018 16","330.10","32.89","11059.0"
"01/12/2018 17","443.98","33.48","11116.0"
"01/12/2018 18","693.83","34.41","11344.0"
"01/12/2018 19","81.31","34.50","11202.0"
"01/12/2018 20","58.93","34.55","11175.0"
"01/12/2018 21","44.04","34.58","11060.0"
"01/12/2018 22","38.13","34.61","10822.0"
"01/12/2018 23","36.43","34.63","10514.0"
"01/12/2018 24","36.43","34.66","10147.0"
"01/13/2018 01","35.01","34.68","9908.0"
"01/13/2018 02","33.26","34.70","9759.0"
"01/13/2018 03","33.26","34.72","9687.0"
"01/13/2018 04","33.26","34.75","9625.0"
"01/13/2018 05","33.26","34.77","9641.0"
"01/13/2018 06","33.26","34.79","9636.0"
"01/13/2018 07","33.58","34.81","9754.0"
"01/13/2018 08","34.54","34.83","9996.0"
"01/13/2018 09","35.55","34.85","10274.0"
"01/13/2018 10","36.43","34.87","10418.0"
"01/13/2018 11","36.43","34.90","10457.0"
"01/13/2018 12","36.42","34.92","10436.0"
"01/13/2018 13","36.43","34.95","10397.0"
"01/13/2018 14","35.40","34.97","10291.0"
"01/13/2018 15","34.54","34.99","10236.0"
"01/13/2018 16","33.94","35.01","10248.0"
"01/13/2018 17","35.04","35.03","10448.0"
"01/13/2018 18","36.47","35.05","10815.0"
"01/13/2018 19","35.93","35.07","10696.0"
"01/13/2018 20","33.94","35.09","10561.0"
"01/13/2018 21","33.43","35.11","10431.0"
"01/13/2018 22","33.60","35.14","10210.0"
"01/13/2018 23","33.02","35.16","9976.0"
"01/13/2018 24","31.74","35.18","9725.0"
"01/14/2018 01","29.08","35.20","9467.0"
"01/14/2018 02","29.68","35.22","9352.0"
"01/14/2018 03","31.43","35.24","9245.0"
"01/14/2018 04","31.74","35.26","9192.0"
"01/14/2018 05","32.20","35.28","9240.0"
"01/14/2018 06","33.86","35.31","9271.0"
"01/14/2018 07","35.34","35.34","9404.0"
"01/14/2018 08","36.24","35.36","9583.0"
"01/14/2018 09","36.43","35.39","9819.0"
"01/14/2018 10","36.45","35.42","9923.0"
"01/14/2018 11","38.15","35.44","10073.0"
"01/14/2018 12","44.40","35.48","10172.0"
"01/14/2018 13","39.11","35.51","10221.0"
"01/14/2018 14","36.44","35.53","10228.0"
"01/14/2018 15","36.43","35.56","10245.0"
"01/14/2018 16","36.43","35.58","10323.0"
"01/14/2018 17","36.82","35.61","10542.0"
"01/14/2018 18","50.67","35.65","11022.0"
"01/14/2018 19","46.65","35.69","10995.0"
"01/14/2018 20","46.50","35.73","10912.0"
"01/14/2018 21","354.07","36.19","10681.0"
"01/14/2018 22","54.31","36.24","10475.0"
"01/14/2018 23","36.43","36.26","10264.0"
"01/14/2018 24","36.43","36.29","9971.0"
"01/15/2018 01","36.43","36.31","9690.0"
"01/15/2018 02","34.54","36.34","9608.0"
"01/15/2018 03","34.54","36.36","9577.0"
"01/15/2018 04","34.54","36.38","9563.0"
"01/15/2018 05","34.54","36.40","9669.0"
"01/15/2018 06","35.55","36.43","9884.0"
"01/15/2018 07","36.44","36.45","10326.0"
"01/15/2018 08","36.44","36.48","10863.0"
"01/15/2018 09","37.03","36.50","10990.0"
"01/15/2018 10","36.43","36.53","10948.0"
"01/15/2018 11","36.43","36.55","10966.0"
"01/15/2018 12","36.43","36.58","10937.0"
"01/15/2018 13","35.74","36.60","10844.0"
"01/15/2018 14","34.54","36.62","10796.0"
"01/15/2018 15","34.54","36.65","10771.0"
"01/15/2018 16","35.30","36.67","10824.0"
"01/15/2018 17","36.44","36.69","11036.0"
"01/15/2018 18","44.64","36.73","11404.0"
"01/15/2018 19","37.00","36.76","11284.0"
"01/15/2018 20","36.44","36.78","11138.0"
"01/15/2018 21","34.00","36.80","10966.0"
"01/15/2018 22","32.48","36.82","10706.0"
"01/15/2018 23","31.61","36.85","10308.0"
"01/15/2018 24","29.67","36.86","9970.0"
"01/16/2018 01","29.74","36.88","9786.0"
"01/16/2018 02","27.36","36.90","9666.0"
"01/16/2018 03","27.18","36.92","9543.0"
"01/16/2018 04","31.24","36.94","9567.0"
"01/16/2018 05","31.68","36.96","9630.0"
"01/16/2018 06","31.75","36.98","9799.0"
"01/16/2018 07","32.24","37.00","10164.0"
"01/16/2018 08","599.79","37.81","10538.0"
"01/16/2018 09","75.47","37.90","10617.0"
"01/16/2018 10","107.17","38.02","10530.0"
"01/16/2018 11","45.40","38.06","10498.0"
"01/16/2018 12","40.62","38.09","10477.0"
"01/16/2018 13","42.53","38.12","10427.0"
"01/16/2018 14","37.13","38.15","10375.0"
"01/16/2018 15","33.81","38.17","10426.0"
"01/16/2018 16","34.66","38.19","10441.0"
"01/16/2018 17","34.30","38.21","10655.0"
"01/16/2018 18","34.21","38.23","11081.0"
"01/16/2018 19","32.17","38.25","11017.0"
"01/16/2018 20","31.74","38.27","10864.0"
"01/16/2018 21","31.74","38.29","10722.0"
"01/16/2018 22","29.63","38.30","10426.0"
"01/16/2018 23","27.25","38.32","10058.0"
"01/16/2018 24","27.17","38.33","9667.0"
"01/17/2018 01","27.13","38.35","9424.0"
"01/17/2018 02","27.12","38.37","9282.0"
"01/17/2018 03","27.15","38.39","9218.0"
"01/17/2018 04","27.15","38.40","9184.0"
"01/17/2018 05","27.15","38.41","9228.0"
"01/17/2018 06","27.17","38.42","9345.0"
"01/17/2018 07","29.96","38.44","9795.0"
"01/17/2018 08","32.49","38.46","10294.0"
"01/17/2018 09","34.54","38.48","10411.0"
"01/17/2018 10","33.80","38.49","10360.0"
"01/17/2018 11","31.74","38.50","10330.0"
"01/17/2018 12","31.74","38.51","10289.0"
"01/17/2018 13","32.02","38.51","10229.0"
"01/17/2018 14","32.65","38.52","10207.0"
"01/17/2018 15","31.75","38.53","10219.0"
"01/17/2018 16","31.74","38.53","10229.0"
"01/17/2018 17","31.75","38.53","10393.0"
"01/17/2018 18","33.26","38.54","10682.0"
"01/17/2018 19","33.26","38.55","10597.0"
"01/17/2018 20","33.25","38.56","10483.0"
"01/17/2018 21","31.75","38.57","10313.0"
"01/17/2018 22","31.75","38.57","10059.0"
"01/17/2018 23","29.46","38.58","9675.0"
"01/17/2018 24","27.18","38.58","9346.0"
"01/18/2018 01","27.17","38.59","9179.0"
"01/18/2018 02","27.09","38.60","9055.0"
"01/18/2018 03","27.00","38.61","8965.0"
"01/18/2018 04","27.04","38.62","8930.0"
"01/18/2018 05","26.60","38.62","8932.0"
"01/18/2018 06","27.14","38.62","9176.0"
"01/18/2018 07","27.18","38.62","9604.0"
"01/18/2018 08","28.38","38.61","10132.0"
"01/18/2018 09","31.79","38.61","10272.0"
"01/18/2018 10","32.45","38.62","10213.0"
"01/18/2018 11","33.25","38.62","10217.0"
"01/18/2018 12","32.25","38.62","10263.0"
"01/18/2018 13","31.75","38.61","10216.0"
"01/18/2018 14","31.74","38.61","10230.0"
"01/18/2018 15","31.68","38.61","10142.0"
"01/18/2018 16","27.99","38.61","10147.0"
"01/18/2018 17","31.15","38.61","10282.0"
"01/18/2018 18","31.75","38.62","10600.0"
"01/18/2018 19","31.74","38.63","10504.0"
"01/18/2018 20","31.74","38.65","10354.0"
"01/18/2018 21","31.02","38.65","10232.0"
"01/18/2018 22","29.61","38.66","10006.0"
"01/18/2018 23","27.18","38.66","9720.0"
"01/18/2018 24","27.17","38.67","9459.0"
"01/19/2018 01","27.17","38.68","9261.0"
"01/19/2018 02","27.15","38.70","9108.0"
"01/19/2018 03","25.74","38.71","9107.0"
"01/19/2018 04","23.08","38.71","9035.0"
"01/19/2018 05","22.57","38.71","9089.0"
"01/19/2018 06","24.87","38.72","9280.0"
"01/19/2018 07","27.65","38.72","9737.0"
"01/19/2018 08","31.13","38.73","10216.0"
"01/19/2018 09","31.75","38.73","10371.0"
"01/19/2018 10","31.72","38.73","10288.0"
"01/19/2018 11","28.46","38.73","10254.0"
"01/19/2018 12","28.41","38.73","10261.0"
"01/19/2018 13","27.83","38.73","10222.0"
"01/19/2018 14","28.27","38.73","10196.0"
"01/19/2018 15","28.62","38.73","10184.0"
"01/19/2018 16","31.70","38.73","10177.0"
"01/19/2018 17","31.74","38.74","10316.0"
"01/19/2018 18","31.74","38.75","10581.0"
"01/19/2018 19","30.96","38.75","10489.0"
"01/19/2018 20","30.31","38.75","10373.0"
"01/19/2018 21","31.99","38.76","10268.0"
"01/19/2018 22","31.74","38.77","10098.0"
"01/19/2018 23","27.65","38.78","9819.0"
"01/19/2018 24","27.16","38.79","9500.0"
"01/20/2018 01","27.17","38.80","9298.0"
"01/20/2018 02","27.17","38.82","9134.0"
"01/20/2018 03","27.16","38.83","9124.0"
"01/20/2018 04","27.17","38.84","9084.0"
"01/20/2018 05","27.17","38.85","9072.0"
"01/20/2018 06","27.18","38.86","9171.0"
"01/20/2018 07","27.18","38.87","9329.0"
"01/20/2018 08","28.37","38.88","9608.0"
"01/20/2018 09","31.46","38.88","9853.0"
"01/20/2018 10","32.32","38.89","9998.0"
"01/20/2018 11","33.20","38.90","10061.0"
"01/20/2018 12","32.66","38.91","10073.0"
"01/20/2018 13","31.74","38.92","10068.0"
"01/20/2018 14","31.74","38.94","10008.0"
"01/20/2018 15","30.75","38.96","9929.0"
"01/20/2018 16","30.78","38.96","9951.0"
"01/20/2018 17","31.27","38.97","10098.0"
"01/20/2018 18","32.48","38.98","10410.0"
"01/20/2018 19","32.92","39.00","10392.0"
"01/20/2018 20","31.74","39.02","10286.0"
"01/20/2018 21","31.74","39.03","10216.0"
"01/20/2018 22","30.74","39.04","10068.0"
"01/20/2018 23","29.25","39.05","9874.0"
"01/20/2018 24","27.71","39.06","9631.0"
"01/21/2018 01","27.18","39.06","9459.0"
"01/21/2018 02","27.18","39.06","9288.0"
"01/21/2018 03","27.35","39.07","9180.0"
"01/21/2018 04","27.18","39.07","9170.0"
"01/21/2018 05","27.18","39.07","9182.0"
"01/21/2018 06","27.18","39.07","9233.0"
"01/21/2018 07","27.49","39.07","9382.0"
"01/21/2018 08","27.83","39.07","9596.0"
"01/21/2018 09","31.52","39.07","9821.0"
"01/21/2018 10","31.73","39.06","9943.0"
"01/21/2018 11","32.70","39.06","10047.0"
"01/21/2018 12","32.17","39.06","10062.0"
"01/21/2018 13","31.18","39.06","10095.0"
"01/21/2018 14","28.12","39.06","10083.0"
"01/21/2018 15","27.46","39.06","10066.0"
"01/21/2018 16","27.40","39.06","10119.0"
"01/21/2018 17","29.63","39.06","10341.0"
"01/21/2018 18","32.96","39.07","10734.0"
"01/21/2018 19","33.26","39.08","10715.0"
"01/21/2018 20","33.26","39.09","10607.0"
"01/21/2018 21","32.25","39.09","10426.0"
"01/21/2018 22","31.72","39.10","10160.0"
"01/21/2018 23","28.67","39.11","9821.0"
"01/21/2018 24","27.25","39.12","9542.0"
"01/22/2018 01","27.18","39.14","9332.0"
"01/22/2018 02","27.28","39.15","9208.0"
"01/22/2018 03","27.18","39.16","9171.0"
"01/22/2018 04","27.17","39.17","9166.0"
"01/22/2018 05","27.17","39.19","9223.0"
"01/22/2018 06","27.42","39.20","9437.0"
"01/22/2018 07","30.08","39.22","9942.0"
"01/22/2018 08","32.66","39.23","10500.0"
"01/22/2018 09","32.89","39.25","10692.0"
"01/22/2018 10","33.25","39.27","10646.0"
"01/22/2018 11","33.16","39.29","10689.0"
"01/22/2018 12","31.76","39.31","10650.0"
"01/22/2018 13","31.72","39.32","10516.0"
"01/22/2018 14","31.68","39.34","10469.0"
"01/22/2018 15","31.74","39.35","10456.0"
"01/22/2018 16","31.74","39.37","10436.0"
"01/22/2018 17","31.75","39.39","10538.0"
"01/22/2018 18","32.76","39.40","10881.0"
"01/22/2018 19","32.15","39.42","10843.0"
"01/22/2018 20","32.65","39.44","10730.0"
"01/22/2018 21","31.78","39.46","10604.0"
"01/22/2018 22","31.74","39.47","10317.0"
"01/22/2018 23","28.46","39.48","9938.0"
"01/22/2018 24","27.18","39.50","9658.0"
"01/23/2018 01","27.18","39.51","9455.0"
"01/23/2018 02","27.18","39.52","9394.0"
"01/23/2018 03","27.18","39.53","9347.0"
"01/23/2018 04","27.18","39.54","9343.0"
"01/23/2018 05","27.18","39.56","9407.0"
"01/23/2018 06","28.77","39.57","9598.0"
"01/23/2018 07","31.98","39.59","10077.0"
"01/23/2018 08","32.79","39.61","10535.0"
"01/23/2018 09","33.50","39.63","10660.0"
"01/23/2018 10","34.26","39.65","10602.0"
"01/23/2018 11","33.26","39.66","10596.0"
"01/23/2018 12","33.26","39.68","10610.0"
"01/23/2018 13","33.25","39.70","10508.0"
"01/23/2018 14","33.26","39.72","10479.0"
"01/23/2018 15","33.26","39.74","10452.0"
"01/23/2018 16","34.14","39.75","10509.0"
"01/23/2018 17","34.54","39.77","10663.0"
"01/23/2018 18","35.49","39.78","10980.0"
"01/23/2018 19","35.02","39.80","10904.0"
"01/23/2018 20","34.55","39.82","10757.0"
"01/23/2018 21","33.26","39.84","10622.0"
"01/23/2018 22","31.95","39.85","10393.0"
"01/23/2018 23","29.60","39.87","10031.0"
"01/23/2018 24","27.40","39.88","9710.0"
"01/24/2018 01","27.18","39.89","9507.0"
"01/24/2018 02","27.18","39.90","9367.0"
"01/24/2018 03","27.18","39.91","9275.0"
"01/24/2018 04","27.18","39.92","9260.0"
"01/24/2018 05","27.18","39.93","9240.0"
"01/24/2018 06","27.38","39.94","9418.0"
"01/24/2018 07","32.16","39.96","9890.0"
"01/24/2018 08","31.85","39.98","10416.0"
"01/24/2018 09","33.26","39.99","10563.0"
"01/24/2018 10","32.00","40.01","10480.0"
"01/24/2018 11","31.75","40.03","10437.0"
"01/24/2018 12","31.74","40.04","10387.0"
"01/24/2018 13","31.74","40.06","10395.0"
"01/24/2018 14","31.75","40.07","10406.0"
"01/24/2018 15","31.75","40.09","10384.0"
"01/24/2018 16","33.05","40.11","10424.0"
"01/24/2018 17","34.48","40.13","10590.0"
"01/24/2018 18","35.47","40.15","10924.0"
"01/24/2018 19","34.54","40.17","10869.0"
"01/24/2018 20","34.07","40.19","10733.0"
"01/24/2018 21","33.26","40.21","10554.0"
"01/24/2018 22","32.20","40.23","10306.0"
"01/24/2018 23","31.70","40.24","9963.0"
"01/24/2018 24","31.71","40.26","9638.0"
"01/25/2018 01","28.55","40.27","9449.0"
"01/25/2018 02","27.88","40.28","9390.0"
"01/25/2018 03","29.65","40.30","9344.0"
"01/25/2018 04","31.74","40.32","9309.0"
